number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,state
193,0.8018867924528302,2026-07-08 15:58:14.798348,2026-07-08 15:58:14.798348,0 days 00:00:00,10,sqrt,5,2,COMPLETE
194,0.8018867924528302,2026-07-08 15:58:14.798348,2026-07-08 15:58:14.814387,0 days 00:00:00.016039,10,sqrt,5,2,COMPLETE
195,0.8018867924528302,2026-07-08 15:58:14.814387,2026-07-08 15:58:14.814387,0 days 00:00:00,10,sqrt,5,10,COMPLETE
196,0.8018867924528302,2026-07-08 15:58:14.814387,2026-07-08 15:58:14.814387,0 days 00:00:00,1000,log2,5,2,COMPLETE
197,0.8018867924528302,2026-07-08 15:58:14.814387,2026-07-08 15:58:14.830352,0 days 00:00:00.015965,10,log2,5,2,COMPLETE
198,0.8018867924528302,2026-07-08 15:58:14.830352,2026-07-08 15:58:14.830352,0 days 00:00:00,100,sqrt,5,2,COMPLETE
199,0.8018867924528302,2026-07-08 15:58:14.830352,2026-07-08 15:58:14.830352,0 days 00:00:00,10,log2,5,2,COMPLETE
200,0.8018867924528302,2026-07-08 15:58:14.830352,2026-07-08 15:58:14.846363,0 days 00:00:00.016011,1000,log2,5,2,COMPLETE
201,0.8018867924528302,2026-07-08 15:58:14.846363,2026-07-08 15:58:14.846363,0 days 00:00:00,100,log2,5,2,COMPLETE
202,0.8018867924528302,2026-07-08 15:58:14.846363,2026-07-08 15:58:14.846363,0 days 00:00:00,100,log2,5,2,COMPLETE
203,0.8018867924528302,2026-07-08 15:58:14.846363,2026-07-08 15:58:14.862536,0 days 00:00:00.016173,100,log2,5,2,COMPLETE
204,0.8018867924528302,2026-07-08 15:58:14.862536,2026-07-08 15:58:14.862536,0 days 00:00:00,100,log2,5,2,COMPLETE
205,0.8018867924528302,2026-07-08 15:58:14.862536,2026-07-08 15:58:14.878378,0 days 00:00:00.015842,100,log2,5,2,COMPLETE
206,0.8018867924528302,2026-07-08 15:58:14.878378,2026-07-08 15:58:14.878378,0 days 00:00:00,10,sqrt,5,2,COMPLETE
207,0.7264150943396226,2026-07-08 15:58:14.878378,2026-07-08 15:58:14.894425,0 days 00:00:00.016047,100,log2,1,2,COMPLETE
208,0.8018867924528302,2026-07-08 15:58:14.894425,2026-07-08 15:58:14.894425,0 days 00:00:00,1000,log2,5,10,COMPLETE
209,0.8018867924528302,2026-07-08 15:58:14.894425,2026-07-08 15:58:14.910427,0 days 00:00:00.016002,10,sqrt,5,2,COMPLETE
210,0.8018867924528302,2026-07-08 15:58:14.910427,2026-07-08 15:58:14.910427,0 days 00:00:00,100,log2,5,2,COMPLETE
211,0.8018867924528302,2026-07-08 15:58:14.910427,2026-07-08 15:58:14.926490,0 days 00:00:00.016063,10,log2,5,2,COMPLETE
212,0.8018867924528302,2026-07-08 15:58:14.926490,2026-07-08 15:58:14.926490,0 days 00:00:00,10,log2,5,2,COMPLETE
213,0.8018867924528302,2026-07-08 15:58:14.942400,2026-07-08 15:58:14.942400,0 days 00:00:00,10,log2,5,2,COMPLETE
214,0.8018867924528302,2026-07-08 15:58:14.942400,2026-07-08 15:58:14.958550,0 days 00:00:00.016150,10,log2,5,2,COMPLETE
215,0.8018867924528302,2026-07-08 15:58:14.958550,2026-07-08 15:58:14.958550,0 days 00:00:00,1000,log2,5,2,COMPLETE
216,0.8018867924528302,2026-07-08 15:58:14.974443,2026-07-08 15:58:14.974443,0 days 00:00:00,10,sqrt,5,2,COMPLETE
217,0.8018867924528302,2026-07-08 15:58:14.974443,2026-07-08 15:58:14.990453,0 days 00:00:00.016010,100,log2,5,2,COMPLETE
218,0.8018867924528302,2026-07-08 15:58:14.990453,2026-07-08 15:58:14.990453,0 days 00:00:00,10,log2,5,2,COMPLETE
219,0.8018867924528302,2026-07-08 15:58:14.990453,2026-07-08 15:58:15.006286,0 days 00:00:00.015833,1000,sqrt,5,2,COMPLETE
220,0.8018867924528302,2026-07-08 15:58:15.006286,2026-07-08 15:58:15.006286,0 days 00:00:00,100,log2,5,2,COMPLETE
221,0.8018867924528302,2026-07-08 15:58:15.006286,2026-07-08 15:58:15.022310,0 days 00:00:00.016024,1000,sqrt,5,2,COMPLETE
222,0.8018867924528302,2026-07-08 15:58:15.022310,2026-07-08 15:58:15.038245,0 days 00:00:00.015935,1000,sqrt,5,2,COMPLETE
223,0.8018867924528302,2026-07-08 15:58:15.038245,2026-07-08 15:58:15.038245,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
224,0.8018867924528302,2026-07-08 15:58:15.038245,2026-07-08 15:58:15.038245,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
225,0.8018867924528302,2026-07-08 15:58:15.038245,2026-07-08 15:58:15.054076,0 days 00:00:00.015831,1000,sqrt,5,2,COMPLETE
226,0.8018867924528302,2026-07-08 15:58:15.054076,2026-07-08 15:58:15.054076,0 days 00:00:00,10,log2,5,10,COMPLETE
227,0.8018867924528302,2026-07-08 15:58:15.054076,2026-07-08 15:58:15.069885,0 days 00:00:00.015809,10,log2,5,2,COMPLETE
228,0.8018867924528302,2026-07-08 15:58:15.069885,2026-07-08 15:58:15.069885,0 days 00:00:00,100,sqrt,5,2,COMPLETE
229,0.8018867924528302,2026-07-08 15:58:15.069885,2026-07-08 15:58:15.069885,0 days 00:00:00,1000,log2,5,2,COMPLETE
230,0.8018867924528302,2026-07-08 15:58:15.069885,2026-07-08 15:58:15.085663,0 days 00:00:00.015778,10,sqrt,5,2,COMPLETE
231,0.8018867924528302,2026-07-08 15:58:15.085663,2026-07-08 15:58:15.085663,0 days 00:00:00,100,log2,5,2,COMPLETE
232,0.8018867924528302,2026-07-08 15:58:15.085663,2026-07-08 15:58:15.085663,0 days 00:00:00,100,log2,5,2,COMPLETE
233,0.8018867924528302,2026-07-08 15:58:15.085663,2026-07-08 15:58:15.101534,0 days 00:00:00.015871,100,log2,5,2,COMPLETE
234,0.8018867924528302,2026-07-08 15:58:15.101534,2026-07-08 15:58:15.101534,0 days 00:00:00,100,log2,5,2,COMPLETE
235,0.8018867924528302,2026-07-08 15:58:15.101534,2026-07-08 15:58:15.101534,0 days 00:00:00,100,log2,5,2,COMPLETE
236,0.7264150943396226,2026-07-08 15:58:15.101534,2026-07-08 15:58:15.117255,0 days 00:00:00.015721,1000,log2,1,2,COMPLETE
237,0.8018867924528302,2026-07-08 15:58:15.117255,2026-07-08 15:58:15.117255,0 days 00:00:00,10,log2,5,2,COMPLETE
238,0.8018867924528302,2026-07-08 15:58:15.117255,2026-07-08 15:58:15.133089,0 days 00:00:00.015834,100,sqrt,5,2,COMPLETE
239,0.8018867924528302,2026-07-08 15:58:15.133089,2026-07-08 15:58:15.133089,0 days 00:00:00,1000,log2,5,2,COMPLETE
240,0.8018867924528302,2026-07-08 15:58:15.133089,2026-07-08 15:58:15.133089,0 days 00:00:00,10,log2,5,2,COMPLETE
241,0.8018867924528302,2026-07-08 15:58:15.148877,2026-07-08 15:58:15.148877,0 days 00:00:00,100,log2,5,2,COMPLETE
242,0.8018867924528302,2026-07-08 15:58:15.148877,2026-07-08 15:58:15.148877,0 days 00:00:00,100,log2,5,2,COMPLETE
243,0.8018867924528302,2026-07-08 15:58:15.148877,2026-07-08 15:58:15.164663,0 days 00:00:00.015786,100,log2,5,2,COMPLETE
244,0.8018867924528302,2026-07-08 15:58:15.164663,2026-07-08 15:58:15.164663,0 days 00:00:00,100,log2,5,10,COMPLETE
245,0.8018867924528302,2026-07-08 15:58:15.164663,2026-07-08 15:58:15.164663,0 days 00:00:00,100,sqrt,5,2,COMPLETE
246,0.8018867924528302,2026-07-08 15:58:15.164663,2026-07-08 15:58:15.180327,0 days 00:00:00.015664,100,log2,5,2,COMPLETE
247,0.8018867924528302,2026-07-08 15:58:15.180327,2026-07-08 15:58:15.180327,0 days 00:00:00,10,log2,5,2,COMPLETE
248,0.8018867924528302,2026-07-08 15:58:15.180327,2026-07-08 15:58:15.180327,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
249,0.8018867924528302,2026-07-08 15:58:15.196108,2026-07-08 15:58:15.196108,0 days 00:00:00,10,log2,5,2,COMPLETE
250,0.8018867924528302,2026-07-08 15:58:15.196108,2026-07-08 15:58:15.196108,0 days 00:00:00,100,log2,5,2,COMPLETE
251,0.8018867924528302,2026-07-08 15:58:15.196108,2026-07-08 15:58:15.211802,0 days 00:00:00.015694,1000,sqrt,5,2,COMPLETE
252,0.8018867924528302,2026-07-08 15:58:15.211802,2026-07-08 15:58:15.211802,0 days 00:00:00,10,log2,5,2,COMPLETE
253,0.8018867924528302,2026-07-08 15:58:15.211802,2026-07-08 15:58:15.211802,0 days 00:00:00,100,log2,5,2,COMPLETE
254,0.8018867924528302,2026-07-08 15:58:15.211802,2026-07-08 15:58:15.227583,0 days 00:00:00.015781,1000,sqrt,5,2,COMPLETE
255,0.8018867924528302,2026-07-08 15:58:15.227583,2026-07-08 15:58:15.227583,0 days 00:00:00,10,log2,5,10,COMPLETE
256,0.8018867924528302,2026-07-08 15:58:15.227583,2026-07-08 15:58:15.227583,0 days 00:00:00,100,log2,5,2,COMPLETE
257,0.8018867924528302,2026-07-08 15:58:15.243709,2026-07-08 15:58:15.243709,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
258,0.8018867924528302,2026-07-08 15:58:15.243709,2026-07-08 15:58:15.243709,0 days 00:00:00,10,log2,5,2,COMPLETE
259,0.7264150943396226,2026-07-08 15:58:15.243709,2026-07-08 15:58:15.259774,0 days 00:00:00.016065,100,log2,1,2,COMPLETE
260,0.8018867924528302,2026-07-08 15:58:15.259774,2026-07-08 15:58:15.259774,0 days 00:00:00,10,sqrt,5,2,COMPLETE
261,0.8018867924528302,2026-07-08 15:58:15.259774,2026-07-08 15:58:15.259774,0 days 00:00:00,1000,log2,5,2,COMPLETE
262,0.8018867924528302,2026-07-08 15:58:15.275882,2026-07-08 15:58:15.275882,0 days 00:00:00,100,sqrt,5,2,COMPLETE
263,0.8018867924528302,2026-07-08 15:58:15.275882,2026-07-08 15:58:15.275882,0 days 00:00:00,10,log2,5,2,COMPLETE
264,0.8018867924528302,2026-07-08 15:58:15.275882,2026-07-08 15:58:15.291580,0 days 00:00:00.015698,1000,log2,5,2,COMPLETE
265,0.8018867924528302,2026-07-08 15:58:15.291580,2026-07-08 15:58:15.291580,0 days 00:00:00,100,sqrt,5,2,COMPLETE
266,0.8018867924528302,2026-07-08 15:58:15.291580,2026-07-08 15:58:15.291580,0 days 00:00:00,10,log2,5,2,COMPLETE
267,0.8018867924528302,2026-07-08 15:58:15.307334,2026-07-08 15:58:15.307334,0 days 00:00:00,100,log2,5,10,COMPLETE
268,0.8018867924528302,2026-07-08 15:58:15.307334,2026-07-08 15:58:15.307334,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
269,0.8018867924528302,2026-07-08 15:58:15.307334,2026-07-08 15:58:15.323121,0 days 00:00:00.015787,10,log2,5,2,COMPLETE
270,0.8018867924528302,2026-07-08 15:58:15.323121,2026-07-08 15:58:15.323121,0 days 00:00:00,100,log2,5,2,COMPLETE
271,0.8018867924528302,2026-07-08 15:58:15.323121,2026-07-08 15:58:15.323121,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
272,0.8018867924528302,2026-07-08 15:58:15.323121,2026-07-08 15:58:15.338925,0 days 00:00:00.015804,10,log2,5,2,COMPLETE
273,0.8018867924528302,2026-07-08 15:58:15.338925,2026-07-08 15:58:15.338925,0 days 00:00:00,100,log2,5,2,COMPLETE
274,0.8018867924528302,2026-07-08 15:58:15.338925,2026-07-08 15:58:15.354948,0 days 00:00:00.016023,10,sqrt,5,2,COMPLETE
275,0.8018867924528302,2026-07-08 15:58:15.354948,2026-07-08 15:58:15.354948,0 days 00:00:00,1000,log2,5,2,COMPLETE
276,0.8018867924528302,2026-07-08 15:58:15.354948,2026-07-08 15:58:15.354948,0 days 00:00:00,100,log2,5,2,COMPLETE
277,0.8018867924528302,2026-07-08 15:58:15.354948,2026-07-08 15:58:15.370793,0 days 00:00:00.015845,10,sqrt,5,2,COMPLETE
278,0.7358490566037735,2026-07-08 15:58:15.370793,2026-07-08 15:58:15.370793,0 days 00:00:00,1000,log2,1,10,COMPLETE
279,0.8018867924528302,2026-07-08 15:58:15.370793,2026-07-08 15:58:15.386564,0 days 00:00:00.015771,100,log2,5,2,COMPLETE
280,0.8018867924528302,2026-07-08 15:58:15.386564,2026-07-08 15:58:15.386564,0 days 00:00:00,10,sqrt,5,2,COMPLETE
281,0.8018867924528302,2026-07-08 15:58:15.386564,2026-07-08 15:58:15.386564,0 days 00:00:00,100,log2,5,2,COMPLETE
282,0.8018867924528302,2026-07-08 15:58:15.386564,2026-07-08 15:58:15.402318,0 days 00:00:00.015754,1000,log2,5,2,COMPLETE
283,0.8018867924528302,2026-07-08 15:58:15.402318,2026-07-08 15:58:15.402318,0 days 00:00:00,10,sqrt,5,2,COMPLETE
284,0.8018867924528302,2026-07-08 15:58:15.402318,2026-07-08 15:58:15.418252,0 days 00:00:00.015934,100,log2,5,2,COMPLETE
285,0.8018867924528302,2026-07-08 15:58:15.418252,2026-07-08 15:58:15.418252,0 days 00:00:00,1000,log2,5,2,COMPLETE
286,0.8018867924528302,2026-07-08 15:58:15.418252,2026-07-08 15:58:15.418252,0 days 00:00:00,10,sqrt,5,2,COMPLETE
287,0.8018867924528302,2026-07-08 15:58:15.418252,2026-07-08 15:58:15.434089,0 days 00:00:00.015837,100,log2,5,2,COMPLETE
288,0.8018867924528302,2026-07-08 15:58:15.434089,2026-07-08 15:58:15.434089,0 days 00:00:00,10,log2,5,2,COMPLETE
289,0.8018867924528302,2026-07-08 15:58:15.434089,2026-07-08 15:58:15.449904,0 days 00:00:00.015815,1000,sqrt,5,10,COMPLETE
290,0.8018867924528302,2026-07-08 15:58:15.449904,2026-07-08 15:58:15.449904,0 days 00:00:00,100,log2,5,2,COMPLETE
291,0.8018867924528302,2026-07-08 15:58:15.449904,2026-07-08 15:58:15.449904,0 days 00:00:00,10,log2,5,2,COMPLETE
292,0.8018867924528302,2026-07-08 15:58:15.449904,2026-07-08 15:58:15.465702,0 days 00:00:00.015798,1000,sqrt,5,2,COMPLETE
293,0.8018867924528302,2026-07-08 15:58:15.465702,2026-07-08 15:58:15.465702,0 days 00:00:00,100,log2,5,2,COMPLETE
294,0.8018867924528302,2026-07-08 15:58:15.465702,2026-07-08 15:58:15.481478,0 days 00:00:00.015776,10,log2,5,2,COMPLETE
295,0.8018867924528302,2026-07-08 15:58:15.481478,2026-07-08 15:58:15.481478,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
296,0.8018867924528302,2026-07-08 15:58:15.481478,2026-07-08 15:58:15.481478,0 days 00:00:00,100,log2,5,2,COMPLETE
297,0.8018867924528302,2026-07-08 15:58:15.481478,2026-07-08 15:58:15.497483,0 days 00:00:00.016005,10,log2,5,2,COMPLETE
298,0.8018867924528302,2026-07-08 15:58:15.497483,2026-07-08 15:58:15.497483,0 days 00:00:00,100,sqrt,5,2,COMPLETE
299,0.7264150943396226,2026-07-08 15:58:15.497483,2026-07-08 15:58:15.513352,0 days 00:00:00.015869,1000,log2,1,2,COMPLETE
300,0.8018867924528302,2026-07-08 15:58:15.513352,2026-07-08 15:58:15.513352,0 days 00:00:00,10,log2,5,2,COMPLETE
301,0.8018867924528302,2026-07-08 15:58:15.513352,2026-07-08 15:58:15.513352,0 days 00:00:00,100,sqrt,5,10,COMPLETE
302,0.8018867924528302,2026-07-08 15:58:15.513352,2026-07-08 15:58:15.529165,0 days 00:00:00.015813,10,log2,5,2,COMPLETE
303,0.8018867924528302,2026-07-08 15:58:15.529165,2026-07-08 15:58:15.529165,0 days 00:00:00,1000,log2,5,2,COMPLETE
304,0.8018867924528302,2026-07-08 15:58:15.529165,2026-07-08 15:58:15.545029,0 days 00:00:00.015864,100,sqrt,5,2,COMPLETE
305,0.8018867924528302,2026-07-08 15:58:15.545029,2026-07-08 15:58:15.545029,0 days 00:00:00,10,log2,5,2,COMPLETE
306,0.8018867924528302,2026-07-08 15:58:15.545029,2026-07-08 15:58:15.545029,0 days 00:00:00,1000,log2,5,2,COMPLETE
307,0.8018867924528302,2026-07-08 15:58:15.545029,2026-07-08 15:58:15.560709,0 days 00:00:00.015680,100,sqrt,5,2,COMPLETE
308,0.8018867924528302,2026-07-08 15:58:15.560709,2026-07-08 15:58:15.560709,0 days 00:00:00,10,log2,5,2,COMPLETE
309,0.8018867924528302,2026-07-08 15:58:15.560709,2026-07-08 15:58:15.576528,0 days 00:00:00.015819,1000,log2,5,2,COMPLETE
310,0.8018867924528302,2026-07-08 15:58:15.576528,2026-07-08 15:58:15.576528,0 days 00:00:00,100,sqrt,5,2,COMPLETE
311,0.8018867924528302,2026-07-08 15:58:15.576528,2026-07-08 15:58:15.576528,0 days 00:00:00,10,log2,5,2,COMPLETE
312,0.8018867924528302,2026-07-08 15:58:15.576528,2026-07-08 15:58:15.592297,0 days 00:00:00.015769,100,log2,5,10,COMPLETE
313,0.8018867924528302,2026-07-08 15:58:15.592297,2026-07-08 15:58:15.592297,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
314,0.8018867924528302,2026-07-08 15:58:15.592297,2026-07-08 15:58:15.608003,0 days 00:00:00.015706,10,log2,5,2,COMPLETE
315,0.8018867924528302,2026-07-08 15:58:15.608003,2026-07-08 15:58:15.608003,0 days 00:00:00,100,log2,5,2,COMPLETE
316,0.8018867924528302,2026-07-08 15:58:15.608003,2026-07-08 15:58:15.623764,0 days 00:00:00.015761,10,sqrt,5,2,COMPLETE
317,0.7264150943396226,2026-07-08 15:58:15.623764,2026-07-08 15:58:15.623764,0 days 00:00:00,1000,log2,1,2,COMPLETE
318,0.8018867924528302,2026-07-08 15:58:15.623764,2026-07-08 15:58:15.623764,0 days 00:00:00,100,sqrt,5,2,COMPLETE
319,0.8018867924528302,2026-07-08 15:58:15.623764,2026-07-08 15:58:15.639533,0 days 00:00:00.015769,10,log2,5,2,COMPLETE
320,0.8018867924528302,2026-07-08 15:58:15.639533,2026-07-08 15:58:15.639533,0 days 00:00:00,1000,log2,5,2,COMPLETE
321,0.8018867924528302,2026-07-08 15:58:15.639533,2026-07-08 15:58:15.655293,0 days 00:00:00.015760,100,sqrt,5,2,COMPLETE
322,0.8018867924528302,2026-07-08 15:58:15.655293,2026-07-08 15:58:15.655293,0 days 00:00:00,10,log2,5,2,COMPLETE
323,0.8018867924528302,2026-07-08 15:58:15.655293,2026-07-08 15:58:15.670977,0 days 00:00:00.015684,1000,log2,5,10,COMPLETE
324,0.8018867924528302,2026-07-08 15:58:15.670977,2026-07-08 15:58:15.670977,0 days 00:00:00,100,sqrt,5,2,COMPLETE
325,0.8018867924528302,2026-07-08 15:58:15.670977,2026-07-08 15:58:15.670977,0 days 00:00:00,10,log2,5,2,COMPLETE
326,0.8018867924528302,2026-07-08 15:58:15.670977,2026-07-08 15:58:15.686715,0 days 00:00:00.015738,100,log2,5,2,COMPLETE
327,0.8018867924528302,2026-07-08 15:58:15.686715,2026-07-08 15:58:15.686715,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
328,0.8018867924528302,2026-07-08 15:58:15.686715,2026-07-08 15:58:15.702786,0 days 00:00:00.016071,10,log2,5,2,COMPLETE
329,0.8018867924528302,2026-07-08 15:58:15.702786,2026-07-08 15:58:15.702786,0 days 00:00:00,100,log2,5,2,COMPLETE
330,0.8018867924528302,2026-07-08 15:58:15.702786,2026-07-08 15:58:15.702786,0 days 00:00:00,10,sqrt,5,2,COMPLETE
331,0.8018867924528302,2026-07-08 15:58:15.702786,2026-07-08 15:58:15.718527,0 days 00:00:00.015741,1000,log2,5,2,COMPLETE
332,0.8018867924528302,2026-07-08 15:58:15.718527,2026-07-08 15:58:15.718527,0 days 00:00:00,100,log2,5,2,COMPLETE
333,0.8018867924528302,2026-07-08 15:58:15.718527,2026-07-08 15:58:15.734726,0 days 00:00:00.016199,10,sqrt,5,2,COMPLETE
334,0.8018867924528302,2026-07-08 15:58:15.734726,2026-07-08 15:58:15.734726,0 days 00:00:00,1000,log2,5,2,COMPLETE
335,0.8018867924528302,2026-07-08 15:58:15.734726,2026-07-08 15:58:15.750506,0 days 00:00:00.015780,100,log2,5,10,COMPLETE
336,0.8018867924528302,2026-07-08 15:58:15.750506,2026-07-08 15:58:15.750506,0 days 00:00:00,10,sqrt,5,2,COMPLETE
337,0.7264150943396226,2026-07-08 15:58:15.750506,2026-07-08 15:58:15.750506,0 days 00:00:00,1000,log2,1,2,COMPLETE
338,0.8018867924528302,2026-07-08 15:58:15.750506,2026-07-08 15:58:15.766212,0 days 00:00:00.015706,100,log2,5,2,COMPLETE
339,0.8018867924528302,2026-07-08 15:58:15.766212,2026-07-08 15:58:15.766212,0 days 00:00:00,10,sqrt,5,2,COMPLETE
340,0.8018867924528302,2026-07-08 15:58:15.766212,2026-07-08 15:58:15.782086,0 days 00:00:00.015874,100,log2,5,2,COMPLETE
341,0.8018867924528302,2026-07-08 15:58:15.782086,2026-07-08 15:58:15.782086,0 days 00:00:00,1000,log2,5,2,COMPLETE
342,0.8018867924528302,2026-07-08 15:58:15.782086,2026-07-08 15:58:15.798280,0 days 00:00:00.016194,10,sqrt,5,2,COMPLETE
343,0.8018867924528302,2026-07-08 15:58:15.798280,2026-07-08 15:58:15.798280,0 days 00:00:00,100,log2,5,2,COMPLETE
344,0.8018867924528302,2026-07-08 15:58:15.798280,2026-07-08 15:58:15.798280,0 days 00:00:00,1000,log2,5,2,COMPLETE
345,0.8018867924528302,2026-07-08 15:58:15.798280,2026-07-08 15:58:15.814068,0 days 00:00:00.015788,10,sqrt,5,2,COMPLETE
346,0.8018867924528302,2026-07-08 15:58:15.814068,2026-07-08 15:58:15.814068,0 days 00:00:00,100,log2,5,10,COMPLETE
347,0.8018867924528302,2026-07-08 15:58:15.814068,2026-07-08 15:58:15.829808,0 days 00:00:00.015740,10,log2,5,2,COMPLETE
348,0.8018867924528302,2026-07-08 15:58:15.829808,2026-07-08 15:58:15.829808,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
349,0.8018867924528302,2026-07-08 15:58:15.829808,2026-07-08 15:58:15.845637,0 days 00:00:00.015829,100,log2,5,2,COMPLETE
350,0.8018867924528302,2026-07-08 15:58:15.845637,2026-07-08 15:58:15.845637,0 days 00:00:00,10,log2,5,2,COMPLETE
351,0.8018867924528302,2026-07-08 15:58:15.845637,2026-07-08 15:58:15.845637,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
352,0.8018867924528302,2026-07-08 15:58:15.845637,2026-07-08 15:58:15.861405,0 days 00:00:00.015768,100,log2,5,2,COMPLETE
353,0.8018867924528302,2026-07-08 15:58:15.861405,2026-07-08 15:58:15.861405,0 days 00:00:00,10,log2,5,2,COMPLETE
354,0.8018867924528302,2026-07-08 15:58:15.861405,2026-07-08 15:58:15.877195,0 days 00:00:00.015790,100,sqrt,5,2,COMPLETE
355,0.7264150943396226,2026-07-08 15:58:15.877195,2026-07-08 15:58:15.877195,0 days 00:00:00,1000,log2,1,2,COMPLETE
356,0.8018867924528302,2026-07-08 15:58:15.877195,2026-07-08 15:58:15.893055,0 days 00:00:00.015860,10,log2,5,2,COMPLETE
357,0.8018867924528302,2026-07-08 15:58:15.893055,2026-07-08 15:58:15.893055,0 days 00:00:00,100,sqrt,5,10,COMPLETE
358,0.8018867924528302,2026-07-08 15:58:15.893055,2026-07-08 15:58:15.893055,0 days 00:00:00,1000,log2,5,2,COMPLETE
359,0.8018867924528302,2026-07-08 15:58:15.893055,2026-07-08 15:58:15.909017,0 days 00:00:00.015962,10,log2,5,2,COMPLETE
360,0.8018867924528302,2026-07-08 15:58:15.909017,2026-07-08 15:58:15.909017,0 days 00:00:00,100,sqrt,5,2,COMPLETE
361,0.8018867924528302,2026-07-08 15:58:15.909017,2026-07-08 15:58:15.925005,0 days 00:00:00.015988,10,log2,5,2,COMPLETE
362,0.8018867924528302,2026-07-08 15:58:15.925005,2026-07-08 15:58:15.925005,0 days 00:00:00,1000,log2,5,2,COMPLETE
363,0.8018867924528302,2026-07-08 15:58:15.925005,2026-07-08 15:58:15.941129,0 days 00:00:00.016124,100,sqrt,5,2,COMPLETE
364,0.8018867924528302,2026-07-08 15:58:15.941129,2026-07-08 15:58:15.941129,0 days 00:00:00,10,log2,5,2,COMPLETE
365,0.8018867924528302,2026-07-08 15:58:15.941129,2026-07-08 15:58:15.941129,0 days 00:00:00,1000,log2,5,2,COMPLETE
366,0.8018867924528302,2026-07-08 15:58:15.956816,2026-07-08 15:58:15.956816,0 days 00:00:00,100,sqrt,5,2,COMPLETE
367,0.8018867924528302,2026-07-08 15:58:15.956816,2026-07-08 15:58:15.956816,0 days 00:00:00,10,log2,5,2,COMPLETE
368,0.8018867924528302,2026-07-08 15:58:15.956816,2026-07-08 15:58:15.972531,0 days 00:00:00.015715,100,log2,5,2,COMPLETE
369,0.8018867924528302,2026-07-08 15:58:15.972531,2026-07-08 15:58:15.972531,0 days 00:00:00,1000,sqrt,5,10,COMPLETE
370,0.8018867924528302,2026-07-08 15:58:15.972531,2026-07-08 15:58:15.988426,0 days 00:00:00.015895,10,log2,5,2,COMPLETE
371,0.8018867924528302,2026-07-08 15:58:15.988426,2026-07-08 15:58:15.988426,0 days 00:00:00,100,log2,5,2,COMPLETE
372,0.8018867924528302,2026-07-08 15:58:15.988426,2026-07-08 15:58:16.004221,0 days 00:00:00.015795,1000,sqrt,5,2,COMPLETE
373,0.8018867924528302,2026-07-08 15:58:16.004221,2026-07-08 15:58:16.004221,0 days 00:00:00,10,log2,5,2,COMPLETE
374,0.7264150943396226,2026-07-08 15:58:16.004221,2026-07-08 15:58:16.004221,0 days 00:00:00,100,log2,1,2,COMPLETE
375,0.8018867924528302,2026-07-08 15:58:16.004221,2026-07-08 15:58:16.020077,0 days 00:00:00.015856,10,sqrt,5,2,COMPLETE
376,0.8018867924528302,2026-07-08 15:58:16.020077,2026-07-08 15:58:16.020077,0 days 00:00:00,1000,log2,5,2,COMPLETE
377,0.8018867924528302,2026-07-08 15:58:16.020077,2026-07-08 15:58:16.035946,0 days 00:00:00.015869,100,log2,5,2,COMPLETE
378,0.8018867924528302,2026-07-08 15:58:16.035946,2026-07-08 15:58:16.035946,0 days 00:00:00,10,sqrt,5,2,COMPLETE
379,0.8018867924528302,2026-07-08 15:58:16.035946,2026-07-08 15:58:16.051852,0 days 00:00:00.015906,1000,log2,5,2,COMPLETE
380,0.8018867924528302,2026-07-08 15:58:16.051852,2026-07-08 15:58:16.051852,0 days 00:00:00,100,sqrt,5,10,COMPLETE
381,0.8018867924528302,2026-07-08 15:58:16.051852,2026-07-08 15:58:16.067595,0 days 00:00:00.015743,10,log2,5,2,COMPLETE
382,0.8018867924528302,2026-07-08 15:58:16.067595,2026-07-08 15:58:16.067595,0 days 00:00:00,100,log2,5,2,COMPLETE
383,0.8018867924528302,2026-07-08 15:58:16.067595,2026-07-08 15:58:16.083453,0 days 00:00:00.015858,1000,sqrt,5,2,COMPLETE
384,0.8018867924528302,2026-07-08 15:58:16.083453,2026-07-08 15:58:16.083453,0 days 00:00:00,10,log2,5,2,COMPLETE
385,0.8018867924528302,2026-07-08 15:58:16.083453,2026-07-08 15:58:16.083453,0 days 00:00:00,100,log2,5,2,COMPLETE
386,0.8018867924528302,2026-07-08 15:58:16.099163,2026-07-08 15:58:16.099163,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
387,0.8018867924528302,2026-07-08 15:58:16.099163,2026-07-08 15:58:16.099163,0 days 00:00:00,10,log2,5,2,COMPLETE
388,0.8018867924528302,2026-07-08 15:58:16.099163,2026-07-08 15:58:16.114851,0 days 00:00:00.015688,100,log2,5,2,COMPLETE
