number,value,datetime_start,datetime_complete,duration,params_algorithm,params_learning_rate,params_n_estimators,params_random_state,state
171,0.8057142857142857,2026-07-08 11:51:53.412450,2026-07-08 11:51:53.520724,0 days 00:00:00.108274,SAMME,1.0,100,42,COMPLETE
172,0.8057142857142857,2026-07-08 11:51:53.520724,2026-07-08 11:51:53.613325,0 days 00:00:00.092601,SAMME,1.0,100,42,COMPLETE
173,0.8057142857142857,2026-07-08 11:51:53.613325,2026-07-08 11:51:53.722849,0 days 00:00:00.109524,SAMME,1.0,100,42,COMPLETE
174,0.8057142857142857,2026-07-08 11:51:53.722849,2026-07-08 11:51:53.835100,0 days 00:00:00.112251,SAMME,1.0,100,42,COMPLETE
175,0.8057142857142857,2026-07-08 11:51:53.836092,2026-07-08 11:51:53.926206,0 days 00:00:00.090114,SAMME,1.0,100,42,COMPLETE
176,0.8057142857142857,2026-07-08 11:51:53.926206,2026-07-08 11:51:54.028610,0 days 00:00:00.102404,SAMME,1.0,100,42,COMPLETE
177,0.8057142857142857,2026-07-08 11:51:54.028610,2026-07-08 11:51:54.128675,0 days 00:00:00.100065,SAMME,1.0,100,42,COMPLETE
178,0.8057142857142857,2026-07-08 11:51:54.128675,2026-07-08 11:51:54.237834,0 days 00:00:00.109159,SAMME,1.0,100,42,COMPLETE
179,0.8057142857142857,2026-07-08 11:51:54.237834,2026-07-08 11:51:54.347873,0 days 00:00:00.110039,SAMME,1.0,100,42,COMPLETE
180,0.8057142857142857,2026-07-08 11:51:54.347873,2026-07-08 11:51:54.456960,0 days 00:00:00.109087,SAMME,1.0,100,42,COMPLETE
181,0.8057142857142857,2026-07-08 11:51:54.456960,2026-07-08 11:51:54.550128,0 days 00:00:00.093168,SAMME,1.0,100,42,COMPLETE
182,0.8057142857142857,2026-07-08 11:51:54.550128,2026-07-08 11:51:54.660641,0 days 00:00:00.110513,SAMME,1.0,100,42,COMPLETE
183,0.8057142857142857,2026-07-08 11:51:54.660641,2026-07-08 11:51:54.781010,0 days 00:00:00.120369,SAMME,1.0,100,42,COMPLETE
184,0.8057142857142857,2026-07-08 11:51:54.782027,2026-07-08 11:51:54.894258,0 days 00:00:00.112231,SAMME,1.0,100,42,COMPLETE
185,0.7828571428571428,2026-07-08 11:51:54.895261,2026-07-08 11:51:54.947583,0 days 00:00:00.052322,SAMME,1.0,50,42,COMPLETE
186,0.8057142857142857,2026-07-08 11:51:54.948582,2026-07-08 11:51:55.060600,0 days 00:00:00.112018,SAMME,1.0,100,42,COMPLETE
187,0.8057142857142857,2026-07-08 11:51:55.060600,2026-07-08 11:51:55.166342,0 days 00:00:00.105742,SAMME,1.0,100,42,COMPLETE
188,0.8057142857142857,2026-07-08 11:51:55.166342,2026-07-08 11:51:55.272389,0 days 00:00:00.106047,SAMME,1.0,100,42,COMPLETE
189,0.8057142857142857,2026-07-08 11:51:55.274393,2026-07-08 11:51:55.382960,0 days 00:00:00.108567,SAMME,1.0,100,42,COMPLETE
190,0.7942857142857143,2026-07-08 11:51:55.384963,2026-07-08 11:51:55.488796,0 days 00:00:00.103833,SAMME,0.8,100,42,COMPLETE
191,0.8057142857142857,2026-07-08 11:51:55.492562,2026-07-08 11:51:55.602508,0 days 00:00:00.109946,SAMME,1.0,100,42,COMPLETE
192,0.8057142857142857,2026-07-08 11:51:55.602508,2026-07-08 11:51:55.699454,0 days 00:00:00.096946,SAMME,1.0,100,42,COMPLETE
193,0.8057142857142857,2026-07-08 11:51:55.699454,2026-07-08 11:51:55.799780,0 days 00:00:00.100326,SAMME,1.0,100,42,COMPLETE
194,0.8057142857142857,2026-07-08 11:51:55.799780,2026-07-08 11:51:55.911118,0 days 00:00:00.111338,SAMME,1.0,100,42,COMPLETE
195,0.8057142857142857,2026-07-08 11:51:55.911118,2026-07-08 11:51:56.017847,0 days 00:00:00.106729,SAMME,1.0,100,42,COMPLETE
196,0.8057142857142857,2026-07-08 11:51:56.017847,2026-07-08 11:51:56.127224,0 days 00:00:00.109377,SAMME,1.0,100,42,COMPLETE
197,0.8057142857142857,2026-07-08 11:51:56.127224,2026-07-08 11:51:56.231496,0 days 00:00:00.104272,SAMME,1.0,100,42,COMPLETE
198,0.8057142857142857,2026-07-08 11:51:56.231496,2026-07-08 11:51:56.330605,0 days 00:00:00.099109,SAMME,1.0,100,42,COMPLETE
199,0.8057142857142857,2026-07-08 11:51:56.330605,2026-07-08 11:51:56.439246,0 days 00:00:00.108641,SAMME,1.0,100,42,COMPLETE
200,0.8057142857142857,2026-07-08 11:51:56.439246,2026-07-08 11:51:56.544545,0 days 00:00:00.105299,SAMME,1.0,100,42,COMPLETE
201,0.8057142857142857,2026-07-08 11:51:56.544545,2026-07-08 11:51:56.658923,0 days 00:00:00.114378,SAMME,1.0,100,42,COMPLETE
202,0.8057142857142857,2026-07-08 11:51:56.658923,2026-07-08 11:51:56.772434,0 days 00:00:00.113511,SAMME,1.0,100,42,COMPLETE
203,0.8057142857142857,2026-07-08 11:51:56.773430,2026-07-08 11:51:56.879504,0 days 00:00:00.106074,SAMME,1.0,100,42,COMPLETE
204,0.8057142857142857,2026-07-08 11:51:56.879504,2026-07-08 11:51:56.983839,0 days 00:00:00.104335,SAMME,1.0,100,42,COMPLETE
205,0.8057142857142857,2026-07-08 11:51:56.984906,2026-07-08 11:51:57.092063,0 days 00:00:00.107157,SAMME,1.0,100,42,COMPLETE
206,0.8057142857142857,2026-07-08 11:51:57.092063,2026-07-08 11:51:57.195553,0 days 00:00:00.103490,SAMME,1.0,100,42,COMPLETE
207,0.8057142857142857,2026-07-08 11:51:57.195553,2026-07-08 11:51:57.301593,0 days 00:00:00.106040,SAMME,1.0,100,42,COMPLETE
208,0.7828571428571428,2026-07-08 11:51:57.301593,2026-07-08 11:51:57.347329,0 days 00:00:00.045736,SAMME,1.0,50,42,COMPLETE
209,0.8057142857142857,2026-07-08 11:51:57.347329,2026-07-08 11:51:57.455670,0 days 00:00:00.108341,SAMME,1.0,100,42,COMPLETE
210,0.8057142857142857,2026-07-08 11:51:57.455670,2026-07-08 11:51:57.562335,0 days 00:00:00.106665,SAMME,1.0,100,42,COMPLETE
211,0.8057142857142857,2026-07-08 11:51:57.562335,2026-07-08 11:51:57.679841,0 days 00:00:00.117506,SAMME,1.0,100,42,COMPLETE
212,0.8057142857142857,2026-07-08 11:51:57.679841,2026-07-08 11:51:57.784109,0 days 00:00:00.104268,SAMME,1.0,100,42,COMPLETE
213,0.8057142857142857,2026-07-08 11:51:57.785170,2026-07-08 11:51:57.877793,0 days 00:00:00.092623,SAMME,1.0,100,42,COMPLETE
214,0.8057142857142857,2026-07-08 11:51:57.877793,2026-07-08 11:51:57.988312,0 days 00:00:00.110519,SAMME,1.0,100,42,COMPLETE
215,0.8057142857142857,2026-07-08 11:51:57.988312,2026-07-08 11:51:58.096552,0 days 00:00:00.108240,SAMME,1.0,100,42,COMPLETE
216,0.8057142857142857,2026-07-08 11:51:58.096552,2026-07-08 11:51:58.210443,0 days 00:00:00.113891,SAMME,1.0,100,42,COMPLETE
217,0.8057142857142857,2026-07-08 11:51:58.210443,2026-07-08 11:51:58.322960,0 days 00:00:00.112517,SAMME,1.0,100,42,COMPLETE
218,0.8057142857142857,2026-07-08 11:51:58.322960,2026-07-08 11:51:58.425531,0 days 00:00:00.102571,SAMME,1.0,100,42,COMPLETE
219,0.7942857142857143,2026-07-08 11:51:58.425531,2026-07-08 11:51:58.534016,0 days 00:00:00.108485,SAMME,0.8,100,42,COMPLETE
220,0.8057142857142857,2026-07-08 11:51:58.534016,2026-07-08 11:51:58.648369,0 days 00:00:00.114353,SAMME,1.0,100,42,COMPLETE
221,0.8057142857142857,2026-07-08 11:51:58.648369,2026-07-08 11:51:58.753331,0 days 00:00:00.104962,SAMME,1.0,100,42,COMPLETE
222,0.8057142857142857,2026-07-08 11:51:58.753331,2026-07-08 11:51:58.861905,0 days 00:00:00.108574,SAMME,1.0,100,42,COMPLETE
223,0.8057142857142857,2026-07-08 11:51:58.861905,2026-07-08 11:51:58.956251,0 days 00:00:00.094346,SAMME,1.0,100,42,COMPLETE
224,0.8057142857142857,2026-07-08 11:51:58.956251,2026-07-08 11:51:59.065752,0 days 00:00:00.109501,SAMME,1.0,100,42,COMPLETE
225,0.8057142857142857,2026-07-08 11:51:59.065752,2026-07-08 11:51:59.174736,0 days 00:00:00.108984,SAMME,1.0,100,42,COMPLETE
226,0.8057142857142857,2026-07-08 11:51:59.174736,2026-07-08 11:51:59.294765,0 days 00:00:00.120029,SAMME,1.0,100,42,COMPLETE
227,0.8057142857142857,2026-07-08 11:51:59.294765,2026-07-08 11:51:59.392946,0 days 00:00:00.098181,SAMME,1.0,100,42,COMPLETE
228,0.8057142857142857,2026-07-08 11:51:59.392946,2026-07-08 11:51:59.502803,0 days 00:00:00.109857,SAMME,1.0,100,42,COMPLETE
229,0.8057142857142857,2026-07-08 11:51:59.502803,2026-07-08 11:51:59.611333,0 days 00:00:00.108530,SAMME,1.0,100,42,COMPLETE
230,0.8057142857142857,2026-07-08 11:51:59.611333,2026-07-08 11:51:59.721332,0 days 00:00:00.109999,SAMME,1.0,100,42,COMPLETE
231,0.8057142857142857,2026-07-08 11:51:59.721332,2026-07-08 11:51:59.836433,0 days 00:00:00.115101,SAMME,1.0,100,42,COMPLETE
232,0.8057142857142857,2026-07-08 11:51:59.837409,2026-07-08 11:51:59.955798,0 days 00:00:00.118389,SAMME,1.0,100,42,COMPLETE
233,0.8057142857142857,2026-07-08 11:51:59.955798,2026-07-08 11:52:00.065082,0 days 00:00:00.109284,SAMME,1.0,100,42,COMPLETE
234,0.8057142857142857,2026-07-08 11:52:00.065082,2026-07-08 11:52:00.183339,0 days 00:00:00.118257,SAMME,1.0,100,42,COMPLETE
235,0.8057142857142857,2026-07-08 11:52:00.183339,2026-07-08 11:52:00.278548,0 days 00:00:00.095209,SAMME,1.0,100,42,COMPLETE
236,0.8057142857142857,2026-07-08 11:52:00.278548,2026-07-08 11:52:00.394521,0 days 00:00:00.115973,SAMME,1.0,100,42,COMPLETE
237,0.8057142857142857,2026-07-08 11:52:00.394521,2026-07-08 11:52:00.499326,0 days 00:00:00.104805,SAMME,1.0,100,42,COMPLETE
238,0.7828571428571428,2026-07-08 11:52:00.499326,2026-07-08 11:52:00.546793,0 days 00:00:00.047467,SAMME,1.0,50,42,COMPLETE
239,0.8057142857142857,2026-07-08 11:52:00.546793,2026-07-08 11:52:00.642762,0 days 00:00:00.095969,SAMME,1.0,100,42,COMPLETE
240,0.8057142857142857,2026-07-08 11:52:00.642762,2026-07-08 11:52:00.753522,0 days 00:00:00.110760,SAMME,1.0,100,42,COMPLETE
241,0.8057142857142857,2026-07-08 11:52:00.753522,2026-07-08 11:52:00.875467,0 days 00:00:00.121945,SAMME,1.0,100,42,COMPLETE
242,0.8057142857142857,2026-07-08 11:52:00.876462,2026-07-08 11:52:00.972611,0 days 00:00:00.096149,SAMME,1.0,100,42,COMPLETE
243,0.8057142857142857,2026-07-08 11:52:00.972611,2026-07-08 11:52:01.082349,0 days 00:00:00.109738,SAMME,1.0,100,42,COMPLETE
244,0.8057142857142857,2026-07-08 11:52:01.082349,2026-07-08 11:52:01.203626,0 days 00:00:00.121277,SAMME,1.0,100,42,COMPLETE
245,0.8057142857142857,2026-07-08 11:52:01.203626,2026-07-08 11:52:01.316519,0 days 00:00:00.112893,SAMME,1.0,100,42,COMPLETE
246,0.8057142857142857,2026-07-08 11:52:01.316519,2026-07-08 11:52:01.431073,0 days 00:00:00.114554,SAMME,1.0,100,42,COMPLETE
247,0.8057142857142857,2026-07-08 11:52:01.431073,2026-07-08 11:52:01.535707,0 days 00:00:00.104634,SAMME,1.0,100,42,COMPLETE
248,0.8057142857142857,2026-07-08 11:52:01.535707,2026-07-08 11:52:01.644692,0 days 00:00:00.108985,SAMME,1.0,100,42,COMPLETE
249,0.7942857142857143,2026-07-08 11:52:01.644692,2026-07-08 11:52:01.767403,0 days 00:00:00.122711,SAMME,0.8,100,42,COMPLETE
250,0.8057142857142857,2026-07-08 11:52:01.767403,2026-07-08 11:52:01.883437,0 days 00:00:00.116034,SAMME,1.0,100,42,COMPLETE
251,0.8057142857142857,2026-07-08 11:52:01.883437,2026-07-08 11:52:01.973245,0 days 00:00:00.089808,SAMME,1.0,100,42,COMPLETE
252,0.8057142857142857,2026-07-08 11:52:01.973245,2026-07-08 11:52:02.082136,0 days 00:00:00.108891,SAMME,1.0,100,42,COMPLETE
253,0.8057142857142857,2026-07-08 11:52:02.082136,2026-07-08 11:52:02.199625,0 days 00:00:00.117489,SAMME,1.0,100,42,COMPLETE
254,0.8057142857142857,2026-07-08 11:52:02.200610,2026-07-08 11:52:02.301968,0 days 00:00:00.101358,SAMME,1.0,100,42,COMPLETE
255,0.8057142857142857,2026-07-08 11:52:02.301968,2026-07-08 11:52:02.410143,0 days 00:00:00.108175,SAMME,1.0,100,42,COMPLETE
256,0.8057142857142857,2026-07-08 11:52:02.410143,2026-07-08 11:52:02.505449,0 days 00:00:00.095306,SAMME,1.0,100,42,COMPLETE
257,0.8057142857142857,2026-07-08 11:52:02.505449,2026-07-08 11:52:02.614001,0 days 00:00:00.108552,SAMME,1.0,100,42,COMPLETE
258,0.8057142857142857,2026-07-08 11:52:02.614001,2026-07-08 11:52:02.729870,0 days 00:00:00.115869,SAMME,1.0,100,42,COMPLETE
259,0.8057142857142857,2026-07-08 11:52:02.729870,2026-07-08 11:52:02.831813,0 days 00:00:00.101943,SAMME,1.0,100,42,COMPLETE
260,0.8057142857142857,2026-07-08 11:52:02.831813,2026-07-08 11:52:02.947997,0 days 00:00:00.116184,SAMME,1.0,100,42,COMPLETE
261,0.7828571428571428,2026-07-08 11:52:02.947997,2026-07-08 11:52:02.998102,0 days 00:00:00.050105,SAMME,1.0,50,42,COMPLETE
262,0.8057142857142857,2026-07-08 11:52:02.998102,2026-07-08 11:52:03.093870,0 days 00:00:00.095768,SAMME,1.0,100,42,COMPLETE
263,0.8057142857142857,2026-07-08 11:52:03.109973,2026-07-08 11:52:03.205504,0 days 00:00:00.095531,SAMME,1.0,100,42,COMPLETE
264,0.8057142857142857,2026-07-08 11:52:03.205504,2026-07-08 11:52:03.315498,0 days 00:00:00.109994,SAMME,1.0,100,42,COMPLETE
265,0.8057142857142857,2026-07-08 11:52:03.315498,2026-07-08 11:52:03.424728,0 days 00:00:00.109230,SAMME,1.0,100,42,COMPLETE
266,0.8057142857142857,2026-07-08 11:52:03.424728,2026-07-08 11:52:03.533805,0 days 00:00:00.109077,SAMME,1.0,100,42,COMPLETE
267,0.7942857142857143,2026-07-08 11:52:03.533805,2026-07-08 11:52:03.643491,0 days 00:00:00.109686,SAMME,0.8,100,42,COMPLETE
268,0.8057142857142857,2026-07-08 11:52:03.643491,2026-07-08 11:52:03.769083,0 days 00:00:00.125592,SAMME,1.0,100,42,COMPLETE
269,0.8057142857142857,2026-07-08 11:52:03.769083,2026-07-08 11:52:03.913812,0 days 00:00:00.144729,SAMME,1.0,100,42,COMPLETE
270,0.8057142857142857,2026-07-08 11:52:03.913812,2026-07-08 11:52:04.050870,0 days 00:00:00.137058,SAMME,1.0,100,42,COMPLETE
271,0.8057142857142857,2026-07-08 11:52:04.050870,2026-07-08 11:52:04.168684,0 days 00:00:00.117814,SAMME,1.0,100,42,COMPLETE
272,0.8057142857142857,2026-07-08 11:52:04.168684,2026-07-08 11:52:04.300746,0 days 00:00:00.132062,SAMME,1.0,100,42,COMPLETE
273,0.8057142857142857,2026-07-08 11:52:04.300746,2026-07-08 11:52:04.471291,0 days 00:00:00.170545,SAMME,1.0,100,42,COMPLETE
274,0.8057142857142857,2026-07-08 11:52:04.471291,2026-07-08 11:52:04.655396,0 days 00:00:00.184105,SAMME,1.0,100,42,COMPLETE
275,0.8057142857142857,2026-07-08 11:52:04.655396,2026-07-08 11:52:04.822172,0 days 00:00:00.166776,SAMME,1.0,100,42,COMPLETE
276,0.8057142857142857,2026-07-08 11:52:04.823169,2026-07-08 11:52:04.978348,0 days 00:00:00.155179,SAMME,1.0,100,42,COMPLETE
277,0.8057142857142857,2026-07-08 11:52:04.978348,2026-07-08 11:52:05.119432,0 days 00:00:00.141084,SAMME,1.0,100,42,COMPLETE
278,0.8057142857142857,2026-07-08 11:52:05.129436,2026-07-08 11:52:05.257997,0 days 00:00:00.128561,SAMME,1.0,100,42,COMPLETE
279,0.8057142857142857,2026-07-08 11:52:05.269386,2026-07-08 11:52:05.399066,0 days 00:00:00.129680,SAMME,1.0,100,42,COMPLETE
280,0.8057142857142857,2026-07-08 11:52:05.399066,2026-07-08 11:52:05.531882,0 days 00:00:00.132816,SAMME,1.0,100,42,COMPLETE
281,0.7828571428571428,2026-07-08 11:52:05.534418,2026-07-08 11:52:05.619777,0 days 00:00:00.085359,SAMME,1.0,50,42,COMPLETE
282,0.8057142857142857,2026-07-08 11:52:05.619777,2026-07-08 11:52:05.759715,0 days 00:00:00.139938,SAMME,1.0,100,42,COMPLETE
283,0.8057142857142857,2026-07-08 11:52:05.759715,2026-07-08 11:52:05.875798,0 days 00:00:00.116083,SAMME,1.0,100,42,COMPLETE
284,0.8057142857142857,2026-07-08 11:52:05.875798,2026-07-08 11:52:05.988646,0 days 00:00:00.112848,SAMME,1.0,100,42,COMPLETE
285,0.8057142857142857,2026-07-08 11:52:05.988646,2026-07-08 11:52:06.097943,0 days 00:00:00.109297,SAMME,1.0,100,42,COMPLETE
286,0.8057142857142857,2026-07-08 11:52:06.097943,2026-07-08 11:52:06.222290,0 days 00:00:00.124347,SAMME,1.0,100,42,COMPLETE
287,0.7942857142857143,2026-07-08 11:52:06.222290,2026-07-08 11:52:06.356011,0 days 00:00:00.133721,SAMME,0.8,100,42,COMPLETE
288,0.8057142857142857,2026-07-08 11:52:06.357013,2026-07-08 11:52:06.463648,0 days 00:00:00.106635,SAMME,1.0,100,42,COMPLETE
289,0.8057142857142857,2026-07-08 11:52:06.463648,2026-07-08 11:52:06.583625,0 days 00:00:00.119977,SAMME,1.0,100,42,COMPLETE
290,0.8057142857142857,2026-07-08 11:52:06.583625,2026-07-08 11:52:06.698789,0 days 00:00:00.115164,SAMME,1.0,100,42,COMPLETE
291,0.8057142857142857,2026-07-08 11:52:06.698789,2026-07-08 11:52:06.817398,0 days 00:00:00.118609,SAMME,1.0,100,42,COMPLETE
292,0.8057142857142857,2026-07-08 11:52:06.817398,2026-07-08 11:52:06.947520,0 days 00:00:00.130122,SAMME,1.0,100,42,COMPLETE
293,0.8057142857142857,2026-07-08 11:52:06.947520,2026-07-08 11:52:07.057562,0 days 00:00:00.110042,SAMME,1.0,100,42,COMPLETE
294,0.8057142857142857,2026-07-08 11:52:07.057562,2026-07-08 11:52:07.167608,0 days 00:00:00.110046,SAMME,1.0,100,42,COMPLETE
295,0.8057142857142857,2026-07-08 11:52:07.167608,2026-07-08 11:52:07.287675,0 days 00:00:00.120067,SAMME,1.0,100,42,COMPLETE
296,0.8057142857142857,2026-07-08 11:52:07.288742,2026-07-08 11:52:07.395304,0 days 00:00:00.106562,SAMME,1.0,100,42,COMPLETE
297,0.8057142857142857,2026-07-08 11:52:07.397844,2026-07-08 11:52:07.518022,0 days 00:00:00.120178,SAMME,1.0,100,42,COMPLETE
298,0.8057142857142857,2026-07-08 11:52:07.518022,2026-07-08 11:52:07.630502,0 days 00:00:00.112480,SAMME,1.0,100,42,COMPLETE
299,0.8057142857142857,2026-07-08 11:52:07.630502,2026-07-08 11:52:07.739461,0 days 00:00:00.108959,SAMME,1.0,100,42,COMPLETE
300,0.7828571428571428,2026-07-08 11:52:07.739461,2026-07-08 11:52:07.803358,0 days 00:00:00.063897,SAMME,1.0,50,42,COMPLETE
301,0.8057142857142857,2026-07-08 11:52:07.803358,2026-07-08 11:52:07.915680,0 days 00:00:00.112322,SAMME,1.0,100,42,COMPLETE
302,0.8057142857142857,2026-07-08 11:52:07.915680,2026-07-08 11:52:08.021394,0 days 00:00:00.105714,SAMME,1.0,100,42,COMPLETE
303,0.8057142857142857,2026-07-08 11:52:08.021394,2026-07-08 11:52:08.127904,0 days 00:00:00.106510,SAMME,1.0,100,42,COMPLETE
304,0.8057142857142857,2026-07-08 11:52:08.127904,2026-07-08 11:52:08.242121,0 days 00:00:00.114217,SAMME,1.0,100,42,COMPLETE
305,0.8057142857142857,2026-07-08 11:52:08.243107,2026-07-08 11:52:08.346443,0 days 00:00:00.103336,SAMME,1.0,100,42,COMPLETE
306,0.7942857142857143,2026-07-08 11:52:08.346443,2026-07-08 11:52:08.488632,0 days 00:00:00.142189,SAMME,0.8,100,42,COMPLETE
307,0.8057142857142857,2026-07-08 11:52:08.488632,2026-07-08 11:52:08.597038,0 days 00:00:00.108406,SAMME,1.0,100,42,COMPLETE
308,0.8057142857142857,2026-07-08 11:52:08.597038,2026-07-08 11:52:08.709486,0 days 00:00:00.112448,SAMME,1.0,100,42,COMPLETE
309,0.8057142857142857,2026-07-08 11:52:08.709486,2026-07-08 11:52:08.815844,0 days 00:00:00.106358,SAMME,1.0,100,42,COMPLETE
310,0.8057142857142857,2026-07-08 11:52:08.815844,2026-07-08 11:52:08.928942,0 days 00:00:00.113098,SAMME,1.0,100,42,COMPLETE
311,0.8057142857142857,2026-07-08 11:52:08.928942,2026-07-08 11:52:09.034960,0 days 00:00:00.106018,SAMME,1.0,100,42,COMPLETE
312,0.8057142857142857,2026-07-08 11:52:09.051029,2026-07-08 11:52:09.144844,0 days 00:00:00.093815,SAMME,1.0,100,42,COMPLETE
313,0.8057142857142857,2026-07-08 11:52:09.144844,2026-07-08 11:52:09.254286,0 days 00:00:00.109442,SAMME,1.0,100,42,COMPLETE
314,0.8057142857142857,2026-07-08 11:52:09.254286,2026-07-08 11:52:09.387340,0 days 00:00:00.133054,SAMME,1.0,100,42,COMPLETE
315,0.8057142857142857,2026-07-08 11:52:09.387340,2026-07-08 11:52:09.498813,0 days 00:00:00.111473,SAMME,1.0,100,42,COMPLETE
316,0.8057142857142857,2026-07-08 11:52:09.498813,2026-07-08 11:52:09.594147,0 days 00:00:00.095334,SAMME,1.0,100,42,COMPLETE
317,0.8057142857142857,2026-07-08 11:52:09.594147,2026-07-08 11:52:09.718133,0 days 00:00:00.123986,SAMME,1.0,100,42,COMPLETE
318,0.7828571428571428,2026-07-08 11:52:09.718133,2026-07-08 11:52:09.772025,0 days 00:00:00.053892,SAMME,1.0,50,42,COMPLETE
319,0.8057142857142857,2026-07-08 11:52:09.775564,2026-07-08 11:52:09.885621,0 days 00:00:00.110057,SAMME,1.0,100,42,COMPLETE
320,0.8057142857142857,2026-07-08 11:52:09.885621,2026-07-08 11:52:09.993329,0 days 00:00:00.107708,SAMME,1.0,100,42,COMPLETE
321,0.8057142857142857,2026-07-08 11:52:09.993329,2026-07-08 11:52:10.096267,0 days 00:00:00.102938,SAMME,1.0,100,42,COMPLETE
322,0.8057142857142857,2026-07-08 11:52:10.096267,2026-07-08 11:52:10.203088,0 days 00:00:00.106821,SAMME,1.0,100,42,COMPLETE
323,0.8057142857142857,2026-07-08 11:52:10.203088,2026-07-08 11:52:10.314966,0 days 00:00:00.111878,SAMME,1.0,100,42,COMPLETE
324,0.8057142857142857,2026-07-08 11:52:10.314966,2026-07-08 11:52:10.425478,0 days 00:00:00.110512,SAMME,1.0,100,42,COMPLETE
325,0.7942857142857143,2026-07-08 11:52:10.425478,2026-07-08 11:52:10.533497,0 days 00:00:00.108019,SAMME,0.8,100,42,COMPLETE
326,0.8057142857142857,2026-07-08 11:52:10.533497,2026-07-08 11:52:10.643628,0 days 00:00:00.110131,SAMME,1.0,100,42,COMPLETE
327,0.8057142857142857,2026-07-08 11:52:10.643628,2026-07-08 11:52:10.752571,0 days 00:00:00.108943,SAMME,1.0,100,42,COMPLETE
328,0.8057142857142857,2026-07-08 11:52:10.752571,2026-07-08 11:52:10.861545,0 days 00:00:00.108974,SAMME,1.0,100,42,COMPLETE
329,0.8057142857142857,2026-07-08 11:52:10.861545,2026-07-08 11:52:10.967480,0 days 00:00:00.105935,SAMME,1.0,100,42,COMPLETE
330,0.8057142857142857,2026-07-08 11:52:10.968481,2026-07-08 11:52:11.074424,0 days 00:00:00.105943,SAMME,1.0,100,42,COMPLETE
331,0.8057142857142857,2026-07-08 11:52:11.075405,2026-07-08 11:52:11.163467,0 days 00:00:00.088062,SAMME,1.0,100,42,COMPLETE
332,0.8057142857142857,2026-07-08 11:52:11.163467,2026-07-08 11:52:11.270664,0 days 00:00:00.107197,SAMME,1.0,100,42,COMPLETE
333,0.8057142857142857,2026-07-08 11:52:11.270664,2026-07-08 11:52:11.389648,0 days 00:00:00.118984,SAMME,1.0,100,42,COMPLETE
334,0.8057142857142857,2026-07-08 11:52:11.389648,2026-07-08 11:52:11.500205,0 days 00:00:00.110557,SAMME,1.0,100,42,COMPLETE
335,0.8057142857142857,2026-07-08 11:52:11.501207,2026-07-08 11:52:11.609844,0 days 00:00:00.108637,SAMME,1.0,100,42,COMPLETE
336,0.8057142857142857,2026-07-08 11:52:11.609844,2026-07-08 11:52:11.712783,0 days 00:00:00.102939,SAMME,1.0,100,42,COMPLETE
337,0.8057142857142857,2026-07-08 11:52:11.712783,2026-07-08 11:52:11.829465,0 days 00:00:00.116682,SAMME,1.0,100,42,COMPLETE
338,0.7828571428571428,2026-07-08 11:52:11.830411,2026-07-08 11:52:11.878474,0 days 00:00:00.048063,SAMME,1.0,50,42,COMPLETE
339,0.8057142857142857,2026-07-08 11:52:11.878474,2026-07-08 11:52:11.997553,0 days 00:00:00.119079,SAMME,1.0,100,42,COMPLETE
340,0.8057142857142857,2026-07-08 11:52:11.998646,2026-07-08 11:52:12.105733,0 days 00:00:00.107087,SAMME,1.0,100,42,COMPLETE
341,0.8057142857142857,2026-07-08 11:52:12.105733,2026-07-08 11:52:12.205839,0 days 00:00:00.100106,SAMME,1.0,100,42,COMPLETE
342,0.8057142857142857,2026-07-08 11:52:12.205839,2026-07-08 11:52:12.325405,0 days 00:00:00.119566,SAMME,1.0,100,42,COMPLETE
343,0.8057142857142857,2026-07-08 11:52:12.326418,2026-07-08 11:52:12.425554,0 days 00:00:00.099136,SAMME,1.0,100,42,COMPLETE
344,0.7942857142857143,2026-07-08 11:52:12.425554,2026-07-08 11:52:12.535406,0 days 00:00:00.109852,SAMME,0.8,100,42,COMPLETE
345,0.8057142857142857,2026-07-08 11:52:12.535406,2026-07-08 11:52:12.649089,0 days 00:00:00.113683,SAMME,1.0,100,42,COMPLETE
346,0.8057142857142857,2026-07-08 11:52:12.649429,2026-07-08 11:52:12.768334,0 days 00:00:00.118905,SAMME,1.0,100,42,COMPLETE
347,0.8057142857142857,2026-07-08 11:52:12.768334,2026-07-08 11:52:12.882854,0 days 00:00:00.114520,SAMME,1.0,100,42,COMPLETE
348,0.8057142857142857,2026-07-08 11:52:12.882854,2026-07-08 11:52:13.003047,0 days 00:00:00.120193,SAMME,1.0,100,42,COMPLETE
349,0.8057142857142857,2026-07-08 11:52:13.003047,2026-07-08 11:52:13.124600,0 days 00:00:00.121553,SAMME,1.0,100,42,COMPLETE
350,0.8057142857142857,2026-07-08 11:52:13.125601,2026-07-08 11:52:13.237898,0 days 00:00:00.112297,SAMME,1.0,100,42,COMPLETE
351,0.8057142857142857,2026-07-08 11:52:13.238899,2026-07-08 11:52:13.333238,0 days 00:00:00.094339,SAMME,1.0,100,42,COMPLETE
352,0.8057142857142857,2026-07-08 11:52:13.333238,2026-07-08 11:52:13.442349,0 days 00:00:00.109111,SAMME,1.0,100,42,COMPLETE
353,0.8057142857142857,2026-07-08 11:52:13.442349,2026-07-08 11:52:13.560022,0 days 00:00:00.117673,SAMME,1.0,100,42,COMPLETE
